282522,
0.023193;0.008545;1.006714,
2.075195;-3.234863;-1.342773,
282548,
0.024414;0.007202;1.007690,
2.014160;-3.295898;-1.281738,
524287,
0.024414;0.007202;1.007690,
2.014160;-3.295898;-1.281738,
282604,
0.023804;0.006714;1.005493,
2.075195;-3.234863;-1.281738,
524287,
0.023804;0.006714;1.005493,
2.075195;-3.234863;-1.281738,
282683,
0.023804;0.006714;1.005493,
2.075195;-3.234863;-1.281738,
282701,
0.026978;0.005737;1.008789,
2.014160;-3.295898;-1.281738,
282753,
0.026978;0.005737;1.008789,
2.014160;-3.295898;-1.281738,
282784,
0.025635;0.005615;1.008301,
2.014160;-3.356934;-1.281738,
282805,
0.025635;0.005615;1.008301,
2.014160;-3.356934;-1.281738,
282855,
0.024658;0.006470;1.008667,
2.075195;-3.173828;-1.281738,
282883,
0.024658;0.006470;1.008667,
2.075195;-3.173828;-1.281738,
282907,
0.026245;0.003784;1.007202,
2.075195;-3.234863;-1.342773,
282921,
0.026245;0.003784;1.007202,
2.075195;-3.234863;-1.342773,
282950,
0.026733;0.003296;1.006470,
2.136230;-3.234863;-1.342773,
282972,
0.026733;0.003296;1.006470,
2.136230;-3.234863;-1.342773,
282950,
0.026733;0.006836;1.008423,
2.075195;-3.173828;-1.403809,
282985,
0.026733;0.006836;1.008423,
2.075195;-3.173828;-1.403809,
282976,
0.027222;0.006592;1.006348,
2.075195;-3.234863;-1.281738,
283002,
0.027222;0.006592;1.006348,
2.075195;-3.295898;-1.281738,
283017,
0.027222;0.007324;1.006836,
2.075195;-3.295898;-1.281738,
283068,
0.027832;0.007690;1.006958,
2.014160;-3.234863;-1.281738,
283081,
0.027832;0.007690;1.006958,
2.014160;-3.234863;-1.281738,
283068,
0.025757;0.009521;1.007446,
2.075195;-3.112793;-1.220703,
283122,
0.025757;0.009521;1.007446,
2.075195;-3.112793;-1.220703,
283146,
0.026855;0.008423;1.006958,
2.075195;-3.295898;-1.220703,
283155,
0.026855;0.008423;1.006958,
2.075195;-3.295898;-1.220703,
283160,
0.027954;0.008667;1.005127,
2.014160;-3.234863;-1.281738,
283168,
0.027954;0.008667;1.005127,
2.014160;-3.234863;-1.281738,
283194,
0.026367;0.010742;1.007202,
2.075195;-3.112793;-1.281738,
283180,
0.026367;0.010742;1.007202,
2.075195;-3.112793;-1.281738,
283219,
0.025513;0.010376;1.007812,
2.075195;-3.234863;-1.281738,
283207,
0.025513;0.010376;1.007812,
2.075195;-3.234863;-1.281738,
283232,
0.024048;0.008789;1.008057,
2.075195;-3.173828;-1.159668,
283219,
0.024048;0.008789;1.008057,
2.075195;-3.173828;-1.281738,
283209,
0.023804;0.009521;1.006348,
2.136230;-3.173828;-1.281738,
283212,
0.022583;0.009277;1.006348,
2.075195;-3.234863;-1.220703,
283223,
0.022583;0.009277;1.006348,
2.075195;-3.234863;-1.220703,
283252,
0.020020;0.007812;1.008057,
2.075195;-3.173828;-1.281738,
283220,
0.020020;0.007812;1.008057,
2.075195;-3.173828;-1.281738,
283231,
0.021729;0.007812;1.006470,
2.075195;-3.173828;-1.342773,
283235,
0.021729;0.007812;1.006470,
2.075195;-3.173828;-1.342773,
283254,
0.023071;0.008179;1.006226,
2.075195;-3.356934;-1.342773,
283237,
0.023071;0.008179;1.006226,
2.075195;-3.356934;-1.342773,
283241,
0.022949;0.008545;1.006958,
2.075195;-3.295898;-1.281738,
283255,
0.022949;0.008545;1.006958,
2.075195;-3.295898;-1.281738,
283275,
0.024658;0.008301;1.006714,
2.014160;-3.295898;-1.281738,
283312,
0.024658;0.008301;1.006714,
2.014160;-3.295898;-1.281738,
283299,
0.025513;0.008301;1.006836,
2.014160;-3.356934;-1.281738,
283313,
0.025513;0.008301;1.006836,
2.014160;-3.356934;-1.281738,
283306,
0.024658;0.008911;1.007568,
2.075195;-3.356934;-1.281738,
283326,
0.028198;0.009277;1.008545,
2.075195;-3.295898;-1.281738,
283344,
0.028198;0.009277;1.008545,
2.075195;-3.295898;-1.281738,
283336,
0.026855;0.008301;1.005981,
1.953125;-3.234863;-1.220703,
283335,
0.026855;0.008301;1.005981,
1.953125;-3.234863;-1.220703,
283325,
0.028076;0.008911;1.006958,
2.014160;-3.356934;-1.281738,
283354,
0.028076;0.008911;1.006958,
2.014160;-3.356934;-1.281738,
283334,
0.027466;0.009033;1.007812,
2.136230;-3.356934;-1.342773,
283338,
0.027466;0.009033;1.007812,
2.136230;-3.356934;-1.342773,
283357,
0.027222;0.007690;1.008789,
2.075195;-3.295898;-1.281738,
283386,
0.027222;0.007690;1.008789,
2.075195;-3.295898;-1.281738,
283363,
0.023926;0.006958;1.005859,
2.075195;-3.295898;-1.220703,
283372,
0.023926;0.006958;1.005859,
2.075195;-3.295898;-1.220703,
283371,
0.020752;0.006226;1.007935,
2.014160;-3.234863;-1.281738,
283364,
0.020752;0.006226;1.007935,
2.014160;-3.234863;-1.281738,
283384,
0.023071;0.007935;1.006836,
2.014160;-3.295898;-1.281738,
283398,
0.023071;0.007935;1.006836,
2.014160;-3.295898;-1.342773,
283391,
0.023438;0.008179;1.008789,
2.136230;-3.295898;-1.342773,
283388,
0.024536;0.008911;1.006958,
2.075195;-3.234863;-1.403809,
283433,
0.024536;0.008911;1.006958,
2.075195;-3.234863;-1.403809,
283438,
0.025757;0.009766;1.007324,
2.075195;-3.295898;-1.403809,
283462,
0.025757;0.009766;1.007324,
2.075195;-3.295898;-1.403809,
283448,
0.025757;0.009277;1.007690,
2.014160;-3.356934;-1.281738,
283449,
0.025757;0.009277;1.007690,
2.014160;-3.356934;-1.281738,
283461,
0.027222;0.009644;1.006226,
2.014160;-3.356934;-1.281738,
283469,
0.027222;0.009644;1.006226,
2.014160;-3.356934;-1.281738,
283472,
0.026855;0.009521;1.008911,
2.014160;-3.234863;-1.281738,
283455,
0.026855;0.009521;1.008911,
2.014160;-3.234863;-1.281738,
283452,
0.026245;0.008667;1.005737,
2.075195;-3.356934;-1.281738,
283442,
0.026245;0.008667;1.005737,
2.075195;-3.356934;-1.281738,
283452,
0.027466;0.008911;1.007812,
2.014160;-3.295898;-1.281738,
283436,
0.027466;0.008911;1.007812,
2.014160;-3.295898;-1.281738,
283448,
0.025269;0.007446;1.007568,
2.075195;-3.234863;-1.281738,
283440,
0.024048;0.008179;1.008301,
2.014160;-3.234863;-1.281738,
283435,
0.024048;0.008179;1.008301,
2.014160;-3.234863;-1.281738,
283437,
0.024048;0.005615;1.008423,
1.953125;-3.295898;-1.281738,
283443,
0.024048;0.005615;1.008423,
1.953125;-3.295898;-1.281738,
283440,
0.022583;0.004272;1.007202,
2.136230;-3.112793;-1.220703,
283436,
0.022583;0.004272;1.007202,
2.136230;-3.112793;-1.220703,
283452,
0.024414;0.007202;1.005981,
2.136230;-3.173828;-1.342773,
283454,
0.024414;0.007202;1.005981,
2.136230;-3.173828;-1.342773,
283453,
0.022949;0.007812;1.008423,
2.136230;-3.173828;-1.342773,
283443,
0.022949;0.007812;1.008423,
2.136230;-3.173828;-1.342773,
283434,
0.022949;0.007935;1.007446,
2.075195;-3.295898;-1.281738,
283435,
0.022949;0.007935;1.007446,
2.075195;-3.295898;-1.281738,
283432,
0.025269;0.008179;1.006226,
2.075195;-3.295898;-1.281738,
283397,
0.025269;0.008179;1.006226,
2.075195;-3.295898;-1.281738,
283401,
0.025879;0.010498;1.007446,
2.014160;-3.234863;-1.281738,
283448,
0.028198;0.011108;1.007202,
2.075195;-3.295898;-1.281738,
283415,
0.028198;0.011108;1.007202,
2.075195;-3.295898;-1.281738,
283397,
0.026611;0.011597;1.007690,
2.075195;-3.295898;-1.281738,
283373,
0.026611;0.011597;1.007690,
2.075195;-3.295898;-1.281738,
283393,
0.026123;0.009644;1.008423,
2.136230;-3.295898;-1.342773,
283388,
0.026123;0.009644;1.008423,
2.136230;-3.295898;-1.342773,
283386,
0.026978;0.010254;1.006348,
2.075195;-3.356934;-1.281738,
283383,
0.026978;0.010254;1.006348,
2.075195;-3.356934;-1.281738,
283380,
0.025635;0.010498;1.009644,
2.075195;-3.234863;-1.281738,
283390,
0.025635;0.010498;1.009644,
2.075195;-3.234863;-1.281738,
283369,
0.024292;0.008911;1.008057,
2.136230;-3.173828;-1.281738,
283392,
0.024292;0.008911;1.008057,
2.136230;-3.173828;-1.281738,
283378,
0.023560;0.008911;1.005615,
2.136230;-3.173828;-1.159668,
283361,
0.023560;0.008911;1.005615,
2.136230;-3.173828;-1.159668,
283341,
0.020874;0.005981;1.009033,
2.075195;-3.234863;-1.220703,
283338,
0.020874;0.005981;1.009033,
2.075195;-3.295898;-1.281738,
283275,
0.022705;0.007202;1.009155,
2.075195;-3.295898;-1.281738,
283300,
0.022583;0.004761;1.007812,
2.075195;-3.234863;-1.281738,
283262,
0.022583;0.004761;1.007812,
2.075195;-3.234863;-1.281738,
283247,
0.024048;0.006348;1.008057,
2.075195;-3.173828;-1.281738,
283224,
0.024048;0.006348;1.008057,
2.075195;-3.173828;-1.281738,
283193,
0.026978;0.006592;1.008667,
2.014160;-3.479004;-1.281738,
283179,
0.026978;0.006592;1.008667,
2.014160;-3.479004;-1.281738,
283155,
0.026001;0.007690;1.008057,
2.014160;-3.173828;-1.281738,
283162,
0.026001;0.007690;1.008057,
2.014160;-3.173828;-1.281738,
283205,
0.028564;0.008545;1.007568,
1.953125;-3.234863;-1.342773,
283220,
0.028564;0.008545;1.007568,
1.953125;-3.234863;-1.342773,
283226,
0.027100;0.008423;1.006348,
1.953125;-3.417969;-1.342773,
283220,
0.027100;0.008423;1.006348,
1.953125;-3.417969;-1.342773,
283253,
0.023804;0.008545;1.007935,
2.075195;-3.173828;-1.281738,
283274,
0.023804;0.008545;1.007935,
2.075195;-3.173828;-1.281738,
283292,
0.025146;0.007568;1.007202,
2.075195;-3.356934;-1.281738,
283366,
0.021240;0.006836;1.007568,
2.075195;-3.173828;-1.281738,
283352,
0.021240;0.006836;1.007568,
2.075195;-3.173828;-1.281738,
283391,
0.021240;0.007568;1.007202,
2.014160;-3.173828;-1.220703,
283436,
0.021240;0.007568;1.007202,
2.014160;-3.173828;-1.220703,
283443,
0.023071;0.008789;1.007446,
2.014160;-3.356934;-1.220703,
283474,
0.023071;0.008789;1.007446,
2.014160;-3.356934;-1.220703,
283467,
0.021729;0.007324;1.007202,
2.075195;-3.234863;-1.220703,
283489,
0.021729;0.007324;1.007202,
2.075195;-3.234863;-1.220703,
283497,
0.024780;0.008667;1.009399,
2.014160;-3.173828;-1.281738,
283514,
0.024780;0.008667;1.009399,
2.014160;-3.173828;-1.281738,
283527,
0.025269;0.009155;1.008301,
1.953125;-3.356934;-1.342773,
283547,
0.025269;0.009155;1.008301,
1.953125;-3.356934;-1.342773,
283563,
0.026001;0.010132;1.008057,
2.075195;-3.295898;-1.281738,
283593,
0.026001;0.010132;1.008057,
2.075195;-3.295898;-1.281738,
283582,
0.027832;0.010254;1.006592,
2.075195;-3.479004;-1.281738,
283575,
0.027832;0.010254;1.006592,
2.075195;-3.234863;-1.281738,
283578,
0.026611;0.010376;1.008301,
2.075195;-3.234863;-1.281738,
283587,
0.026733;0.010620;1.008911,
2.075195;-3.234863;-1.342773,
283574,
0.026733;0.010620;1.008911,
2.075195;-3.234863;-1.342773,
283562,
0.026001;0.008667;1.007080,
2.075195;-3.295898;-1.281738,
283545,
0.026001;0.008667;1.007080,
2.075195;-3.295898;-1.281738,
283524,
0.023926;0.008179;1.007202,
2.014160;-3.112793;-1.281738,
283492,
0.023926;0.008179;1.007202,
2.014160;-3.112793;-1.281738,
283468,
0.023682;0.007812;1.008545,
1.953125;-3.173828;-1.281738,
283419,
0.023682;0.007812;1.008545,
1.953125;-3.173828;-1.281738,
283417,
0.021851;0.006348;1.007080,
2.014160;-3.234863;-1.342773,
283375,
0.021851;0.006348;1.007080,
2.014160;-3.234863;-1.342773,
283351,
0.020508;0.007202;1.006714,
2.136230;-3.173828;-1.342773,
283344,
0.020508;0.007202;1.006714,
2.136230;-3.173828;-1.342773,
283326,
0.023682;0.007324;1.008545,
2.136230;-3.356934;-1.342773,
283301,
0.023682;0.007324;1.008545,
2.136230;-3.295898;-1.342773,
283311,
0.022705;0.007324;1.007812,
2.075195;-3.295898;-1.342773,
283304,
0.023315;0.008057;1.006836,
2.014160;-3.295898;-1.342773,
283291,
0.023315;0.008057;1.006836,
2.014160;-3.295898;-1.342773,
283308,
0.027466;0.007568;1.007935,
2.075195;-3.479004;-1.281738,
283283,
0.027466;0.007568;1.007935,
2.075195;-3.479004;-1.281738,
283286,
0.026001;0.006958;1.009155,
2.075195;-3.295898;-1.342773,
283291,
0.026001;0.006958;1.009155,
2.075195;-3.295898;-1.342773,
283288,
0.028687;0.008911;1.008545,
2.075195;-3.295898;-1.281738,
283246,
0.028687;0.008911;1.008545,
2.075195;-3.295898;-1.281738,
283271,
0.027954;0.008057;1.007446,
2.014160;-3.356934;-1.281738,
283249,
0.027954;0.008057;1.007446,
2.014160;-3.356934;-1.281738,
283223,
0.026367;0.008179;1.008057,
2.014160;-3.295898;-1.281738,
283202,
0.026367;0.008179;1.008057,
2.014160;-3.295898;-1.281738,
283182,
0.027832;0.007690;1.007690,
2.075195;-3.295898;-1.281738,
283163,
0.027832;0.007690;1.007690,
2.075195;-3.295898;-1.281738,
283177,
0.026001;0.007446;1.008179,
2.014160;-3.234863;-1.281738,
283117,
0.025757;0.008301;1.006958,
2.075195;-3.295898;-1.220703,
283113,
0.025757;0.008301;1.006958,
2.075195;-3.295898;-1.220703,
283098,
0.023682;0.007935;1.008301,
2.136230;-3.234863;-1.159668,
283111,
0.023682;0.007935;1.008301,
2.136230;-3.234863;-1.159668,
283088,
0.022583;0.008179;1.007690,
2.075195;-3.234863;-1.220703,
283096,
0.022583;0.008179;1.007690,
2.075195;-3.234863;-1.220703,
283109,
0.022217;0.008301;1.008179,
2.075195;-3.234863;-1.220703,
283135,
0.022217;0.008301;1.008179,
2.075195;-3.234863;-1.220703,
283088,
0.022339;0.009277;1.007080,
2.014160;-3.295898;-1.281738,
283115,
0.022339;0.009277;1.007080,
2.014160;-3.295898;-1.281738,
283147,
0.022461;0.009521;1.008423,
2.075195;-3.295898;-1.220703,
283148,
0.022461;0.009521;1.008423,
2.075195;-3.295898;-1.220703,
283150,
0.022583;0.010254;1.007202,
2.075195;-3.356934;-1.281738,
283182,
0.022583;0.010254;1.007202,
2.075195;-3.356934;-1.281738,
283184,
0.022339;0.009033;1.007446,
2.014160;-3.234863;-1.220703,
283171,
0.022339;0.009033;1.007446,
2.075195;-3.295898;-1.281738,
283208,
0.024902;0.009766;1.008545,
2.075195;-3.295898;-1.281738,
283236,
0.023071;0.010132;1.007812,
2.075195;-3.356934;-1.281738,
283245,
0.023071;0.010132;1.007812,
2.075195;-3.356934;-1.281738,
283277,
0.023682;0.010864;1.007446,
2.136230;-3.295898;-1.281738,
283326,
0.023682;0.010864;1.007446,
2.136230;-3.295898;-1.281738,
283359,
0.024536;0.009155;1.008057,
2.075195;-3.234863;-1.281738,
283391,
0.024536;0.009155;1.008057,
2.075195;-3.234863;-1.281738,
283419,
0.024048;0.008545;1.008301,
2.075195;-3.112793;-1.281738,
283457,
0.024048;0.008545;1.008301,
2.075195;-3.112793;-1.281738,
283468,
0.024414;0.009277;1.007446,
2.075195;-3.234863;-1.281738,
283487,
0.024414;0.009277;1.007446,
2.075195;-3.234863;-1.281738,
283504,
0.025391;0.006714;1.007446,
2.014160;-3.234863;-1.342773,
283538,
0.025391;0.006714;1.007446,
2.014160;-3.234863;-1.342773,
283569,
0.024292;0.007690;1.008423,
2.014160;-3.234863;-1.281738,
283570,
0.024292;0.007690;1.008423,
2.014160;-3.234863;-1.281738,
283590,
0.025757;0.007324;1.008057,
2.014160;-3.295898;-1.281738,
283595,
0.026489;0.008057;1.006958,
2.075195;-3.356934;-1.342773,
283607,
0.026489;0.008057;1.006958,
2.075195;-3.356934;-1.342773,
283623,
0.025391;0.007568;1.006348,
2.075195;-3.295898;-1.281738,
283635,
0.025391;0.007568;1.006348,
2.075195;-3.295898;-1.281738,
283638,
0.026123;0.008545;1.008789,
2.075195;-3.295898;-1.281738,
283644,
0.026123;0.008545;1.008789,
2.075195;-3.295898;-1.281738,
283649,
0.025635;0.009277;1.006592,
2.136230;-3.295898;-1.220703,
283688,
0.025635;0.009277;1.006592,
2.136230;-3.295898;-1.220703,
283662,
0.024048;0.008911;1.008301,
2.014160;-3.234863;-1.220703,
283667,
0.024048;0.008911;1.008301,
2.014160;-3.234863;-1.220703,
283700,
0.026245;0.009277;1.007812,
2.014160;-3.173828;-1.342773,
283667,
0.026245;0.009277;1.007812,
2.014160;-3.173828;-1.342773,
283679,
0.023438;0.008789;1.006714,
2.136230;-3.295898;-1.281738,
283662,
0.023438;0.008789;1.006714,
2.136230;-3.295898;-1.281738,
283687,
0.024170;0.007568;1.007446,
2.014160;-3.356934;-1.281738,
283668,
0.023682;0.008911;1.007812,
2.014160;-3.173828;-1.281738,
283688,
0.023682;0.008911;1.007812,
2.014160;-3.173828;-1.281738,
283669,
0.024292;0.006836;1.007324,
2.075195;-3.295898;-1.342773,
283696,
0.024292;0.006836;1.007324,
2.075195;-3.295898;-1.342773,
283705,
0.025269;0.007080;1.006958,
1.953125;-3.295898;-1.281738,
283706,
0.025269;0.007080;1.006958,
1.953125;-3.295898;-1.281738,
283743,
0.024414;0.007690;1.007568,
2.014160;-3.356934;-1.220703,
283714,
0.024414;0.007690;1.007568,
2.014160;-3.356934;-1.220703,
283739,
0.026001;0.007324;1.007690,
1.953125;-3.356934;-1.342773,
283735,
0.026001;0.007324;1.007690,
1.953125;-3.356934;-1.342773,
283738,
0.026489;0.006836;1.007568,
2.014160;-3.295898;-1.281738,
283734,
0.026489;0.006836;1.007568,
2.014160;-3.295898;-1.281738,
283704,
0.028564;0.008545;1.006836,
2.075195;-3.295898;-1.281738,
283707,
0.028564;0.008545;1.006836,
2.075195;-3.295898;-1.281738,
283723,
0.027344;0.008911;1.006836,
2.075195;-3.295898;-1.281738,
283699,
0.027344;0.008911;1.006836,
2.014160;-3.173828;-1.220703,
283690,
0.026123;0.008789;1.007690,
2.014160;-3.173828;-1.220703,
283709,
0.026489;0.007935;1.006348,
2.075195;-3.295898;-1.281738,
283724,
0.026489;0.007935;1.006348,
2.075195;-3.295898;-1.281738,
283746,
0.024048;0.007324;1.007568,
2.136230;-3.234863;-1.220703,
283745,
0.024048;0.007324;1.007568,
2.136230;-3.234863;-1.220703,
283768,
0.022095;0.007812;1.006348,
2.075195;-3.234863;-1.281738,
283779,
0.022095;0.007812;1.006348,
2.075195;-3.234863;-1.281738,
283787,
0.021118;0.008911;1.007690,
2.075195;-3.356934;-1.342773,
283759,
0.021118;0.008911;1.007690,
2.075195;-3.356934;-1.342773,
283814,
0.021362;0.008789;1.006958,
2.075195;-3.295898;-1.281738,
283796,
0.021362;0.008789;1.006958,
2.075195;-3.295898;-1.281738,
283807,
0.021606;0.008667;1.006836,
2.075195;-3.295898;-1.281738,
283806,
0.021606;0.008667;1.006836,
2.075195;-3.295898;-1.281738,
283818,
0.021362;0.008789;1.006348,
2.136230;-3.234863;-1.281738,
283814,
0.021362;0.008789;1.006348,
2.136230;-3.234863;-1.281738,
283804,
0.022705;0.008423;1.007690,
2.014160;-3.356934;-1.281738,
283820,
0.025269;0.009521;1.008545,
2.075195;-3.295898;-1.403809,
283791,
0.026489;0.008667;1.007202,
2.014160;-3.295898;-1.342773,
524287,
0.026489;0.008667;1.007202,
2.014160;-3.295898;-1.342773,
283803,
0.027832;0.010010;1.006470,
2.075195;-3.295898;-1.220703,
524287,
0.027832;0.010010;1.006470,
2.075195;-3.295898;-1.220703,
283757,
0.028442;0.008545;1.007568,
2.075195;-3.173828;-1.220703,
283777,
0.028442;0.008545;1.007568,
2.075195;-3.173828;-1.220703,
283769,
0.028442;0.008545;1.007568,
2.075195;-3.173828;-1.220703,
283753,
0.027100;0.007812;1.006592,
2.075195;-3.295898;-1.220703,
283743,
0.027100;0.007812;1.006592,
2.075195;-3.295898;-1.220703,
283752,
0.027344;0.007324;1.009766,
2.075195;-3.417969;-1.281738,
283759,
0.027344;0.007324;1.009766,
2.075195;-3.417969;-1.281738,
283760,
0.026978;0.007080;1.006714,
2.014160;-3.295898;-1.220703,
283745,
0.026978;0.007080;1.006714,
2.014160;-3.295898;-1.220703,
283708,
0.026245;0.005615;1.006592,
2.014160;-3.295898;-1.281738,
283701,
0.025635;0.006104;1.006958,
2.075195;-3.173828;-1.281738,
283708,
0.025635;0.006104;1.006958,
2.075195;-3.173828;-1.281738,
283679,
0.026123;0.006836;1.007812,
2.014160;-3.234863;-1.281738,
283676,
0.026123;0.006836;1.007812,
2.014160;-3.234863;-1.281738,
283658,
0.026245;0.007080;1.006836,
2.075195;-3.356934;-1.342773,
283640,
0.026245;0.007080;1.006836,
2.075195;-3.356934;-1.342773,
283599,
0.026123;0.007690;1.007690,
2.136230;-3.234863;-1.281738,
283636,
0.026123;0.007690;1.007690,
2.136230;-3.234863;-1.281738,
283630,
0.025269;0.008179;1.008179,
2.014160;-3.295898;-1.281738,
283618,
0.025269;0.008179;1.008179,
2.014160;-3.295898;-1.281738,
283622,
0.024902;0.009644;1.008545,
2.014160;-3.356934;-1.281738,
283613,
0.024902;0.009644;1.008545,
2.014160;-3.356934;-1.281738,
283604,
0.026489;0.008179;1.007812,
2.014160;-3.173828;-1.220703,
283615,
0.026489;0.008179;1.007812,
2.014160;-3.173828;-1.220703,
283610,
0.025146;0.008301;1.007446,
1.953125;-3.234863;-1.220703,
283559,
0.025146;0.008301;1.007446,
1.953125;-3.234863;-1.220703,
283585,
0.025024;0.008179;1.007935,
1.953125;-3.234863;-1.220703,
283576,
0.024048;0.009644;1.006836,
2.014160;-3.295898;-1.281738,
283543,
0.024048;0.009644;1.006836,
2.014160;-3.295898;-1.281738,
283536,
0.024414;0.008423;1.008789,
2.075195;-3.173828;-1.281738,
283533,
0.024414;0.008423;1.008789,
2.075195;-3.173828;-1.281738,
283524,
0.023926;0.008301;1.008423,
2.014160;-3.295898;-1.159668,
283501,
0.023926;0.008301;1.008423,
2.014160;-3.295898;-1.159668,
283492,
0.024414;0.007812;1.006958,
2.075195;-3.234863;-1.281738,
283491,
0.024414;0.007812;1.006958,
2.075195;-3.234863;-1.281738,
283451,
0.023071;0.006958;1.007935,
2.075195;-3.295898;-1.281738,
283492,
0.023071;0.006958;1.007935,
2.075195;-3.295898;-1.281738,
283464,
0.023193;0.007202;1.008179,
2.075195;-3.295898;-1.281738,
283464,
0.023193;0.007202;1.008179,
2.075195;-3.295898;-1.281738,
283433,
0.025269;0.007080;1.009277,
2.075195;-3.173828;-1.281738,
283424,
0.025269;0.007080;1.009277,
2.075195;-3.173828;-1.281738,
283434,
0.024048;0.009521;1.006104,
2.075195;-3.295898;-1.281738,
283408,
0.026001;0.007812;1.006836,
2.075195;-3.295898;-1.342773,
283401,
0.026001;0.007812;1.006836,
2.075195;-3.295898;-1.342773,
283377,
0.026245;0.007812;1.008057,
2.075195;-3.295898;-1.281738,
283384,
0.026245;0.007812;1.008057,
2.075195;-3.295898;-1.281738,
283390,
0.026245;0.009033;1.005981,
2.014160;-3.234863;-1.220703,
283366,
0.026245;0.009033;1.005981,
2.014160;-3.234863;-1.220703,
283365,
0.025146;0.007935;1.007812,
2.075195;-3.234863;-1.281738,
283358,
0.025146;0.007935;1.007812,
2.075195;-3.234863;-1.281738,
283403,
0.023926;0.009155;1.008179,
2.014160;-3.234863;-1.281738,
283397,
0.023926;0.009155;1.008179,
2.014160;-3.234863;-1.281738,
283403,
0.021851;0.007812;1.005981,
2.075195;-3.234863;-1.281738,
283418,
0.021851;0.007812;1.005981,
2.075195;-3.234863;-1.281738,
283453,
0.020264;0.008301;1.008301,
2.075195;-3.173828;-1.281738,
283443,
0.020264;0.008301;1.008301,
2.075195;-3.173828;-1.281738,
283462,
0.021973;0.007446;1.007202,
2.075195;-3.295898;-1.281738,
283486,
0.021973;0.007446;1.007202,
2.014160;-3.173828;-1.342773,
283492,
0.020752;0.008423;1.008179,
2.014160;-3.173828;-1.342773,
283503,
0.022095;0.009399;1.007080,
2.075195;-3.234863;-1.342773,
283520,
0.022095;0.009399;1.007080,
2.075195;-3.234863;-1.342773,
283524,
0.024780;0.007690;1.007080,
2.014160;-3.356934;-1.342773,
283539,
0.024780;0.007690;1.007080,
2.014160;-3.356934;-1.342773,
283544,
0.026245;0.009155;1.007446,
2.014160;-3.234863;-1.403809,
283577,
0.026245;0.009155;1.007446,
2.014160;-3.234863;-1.403809,
283595,
0.028442;0.009644;1.007324,
2.014160;-3.295898;-1.342773,
283593,
0.028442;0.009644;1.007324,
2.014160;-3.295898;-1.342773,
283607,
0.029541;0.010620;1.008179,
2.075195;-3.417969;-1.281738,
283621,
0.029541;0.010620;1.008179,
2.075195;-3.417969;-1.281738,
283641,
0.029907;0.010132;1.007690,
2.075195;-3.417969;-1.281738,
283635,
0.029907;0.010132;1.007690,
2.075195;-3.417969;-1.281738,
283618,
0.031616;0.008545;1.006470,
2.014160;-3.356934;-1.281738,
283626,
0.031616;0.008545;1.006470,
2.075195;-3.295898;-1.220703,
283613,
0.032715;0.009033;1.009766,
2.075195;-3.295898;-1.220703,
283605,
0.030762;0.007690;1.005371,
2.014160;-3.295898;-1.281738,
283578,
0.030762;0.007690;1.005371,
2.014160;-3.295898;-1.281738,
283561,
0.027588;0.006104;1.007690,
2.014160;-3.173828;-1.281738,
283549,
0.027588;0.006104;1.007690,
2.014160;-3.173828;-1.281738,